Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills, Available,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,2,2,0,2,"Adobe Illustrator, C++ Programming, CSS, Canva, Data Science, Deep Learning, Design Thinking, HTML, JavaScript, Jira, MS-Office, Machine Learning, MySQL, Python, UI & UX Design, CorelDRAW, Creative Writing, Data Analytics, Power BI",Yes,B.Tech,Computer Science & Information Technology,2024,NA,0.918,1,1
,3,2,0,1,"Python, Android, CSS, Computer Vision, Data Science, Data Structures, Flask, Git Bash, GitHub, HTML, Internet of Things (IoT), Java, JavaScript, Machine Learning, Neural Networks, SQL, Deep Learning, Django",Yes,B.Tech,Computer Science & Engineering,2024,0.76,NA,1,1
,2,2,2,2,"Statistical Modeling, Algorithms, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Tableau, SQL",Yes,Master of Science (M.Sc),Statistics,2023,0.67,0.891,1,1
,1,1,0,0,"Mathematics, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, SQL",Yes,Master of Science (M.Sc),Mathematics and Computing,2024,NA,0.735,1,1
,3,0,0,0,"C Programming, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-PowerPoint, MS-Word, Mathematics, Python, SQL, Algorithms, Bootstrap, CSS, Computer Networking, Computer Networks, Data Structures, HTML, Java, MS-Excel, Subject Matter Expert (SME), JavaScript",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2023,NA,0.89,1,1
,2,2,2,1,"Machine Learning, Natural Language Processing (NLP), Python, Amazon Web Server (AWS), Deep Learning, Flask, Power BI",Yes,Master of Science (M.Sc),Mathematics,2023,NA,NA,NA,NA
,2,2,0,2,"Data Science, Deep Learning, Flask, MS-Excel, Machine Learning, MySQL, Plc Programming, Power BI, Python, Research and Analytics, Statistics, Tableau, Data Analytics, Django",Yes,Bachelor of Engineering (B.E),Instrumentation and Control Engineering,2020,NA,0.663,1,1
,2,0,0,0,"Data Analytics, English Proficiency (Written), MS-Excel, Mathematics, Python",Yes,Master of Science (M.S.),Mathematics,2021,0.14,NA,NA,NA
,3,3,3,2,"Angular 7.0, Artificial intelligence, C++ Programming, Computer Vision, Creative Writing, Data Structures, English Proficiency (Written), JavaScript, MS SQL Server, MS-Word, Machine Learning, Natural Language Processing (NLP), Neural Networks, Node.js, Python, SQL, TypeScript, Bootstrap, C Programming, CSS, Data Analytics, Data Science, Deep Learning, Embedded Systems, English Proficiency (Spoken), Express.js, GitHub, HTML, Hadoop, MS-PowerPoint, MongoDB, NoSQL, OpenCV, PostgreSQL, Robotics, jQuery, Java",Yes,Bachelor of Technology (B.Tech),Information Technology,2023,NA,NA,NA,NA
,2,2,0,0,"Bootstrap, CSS, Data Science, Data Structures, HTML, Hibernate (Java), JSP, Java, Machine Learning, Python, SQL, Servlets, Spring MVC",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,NA,0.898,1,1
,3,3,2,3,"Data Analytics, Deep Learning, Image Processing, Machine Learning, Neural Networks, Python, Computer Vision, Data Science, Natural Language Processing (NLP), OpenCV, Tableau",Yes,B.Tech,Electrical Engineering,2024,NA,0.912,1,1
,2,1,0,0,"Algorithms, Blogging, C Programming, C++ Programming, CSS, Content Writing, Copywriting, Creative Writing, Data Structures, Database Management System (DBMS), DevOps, Django, English Proficiency (Spoken), English Proficiency (Written), Flutter, HTML, Java, MS-Excel, MS-Office, MS-PowerPoint, Python, SQL, Swing (Java), Bootstrap, Machine Learning, MySQL",Yes,Bachelor of Technology (B.Tech),Electronics and Communication,2023,NA,0.8,NA,NA
,0,0,0,0,"Express.js, Flutter, Java, JavaScript, MongoDB, Node.js, Spring MVC, ReactJS, Solidity",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.882,1,NA
,2,2,1,0,"C Programming, Data Analytics, MS-Excel, MS-Office, Machine Learning, MySQL, Python, SQL, Data Science, Natural Language Processing (NLP)",Yes,B.Tech,Computer Science,2023,NA,0.648,1,1
,2,2,1,1,"English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, Blockchain, C Programming, CSS, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Eclipse (IDE), English Proficiency (Spoken), Ethical Hacking, Git, Hadoop, Machine Learning, Physics, Power BI, Python, VS Code, Video Editing, Algorithms, BIG DATA ANALYTICS, C++ Programming, Computer Networks, Deep Learning, Ethereum, HTML, Java, JavaScript, Natural Language Processing (NLP), SQL, STATA",Yes,B.Tech,Computer Science & Engineering,2023,NA,NA,NA,NA
,2,2,0,3,"Deep Learning, Digital Signal Processing, MS-Excel, NoSQL, Research and Analytics, Selenium, Statistical Modeling, Tableau, Artificial intelligence, C++ Programming, Data Science, English Proficiency (Spoken), Financial Modeling, Financial literacy, Machine Learning, MySQL, Power BI, Python, SQL, Stock Trading, Cloud Computing, Computer Vision, Data Analytics, Neural Networks",No,Dual Degree,Mathematics & Mechanical Engineering,2025,NA,0.888,1,1
,2,2,0,1,"English Proficiency (Spoken), English Proficiency (Written), C Programming, Data Analytics, Data Science, Java, MS-Excel, MS-PowerPoint, Machine Learning, Python, Data Structures, Deep Learning, R Programming, SQL",Yes,B.Tech,Artificial Intelligence And Machine Learning,2024,NA,0.807,1,1
,2,2,2,1,"CSS, Data Analytics, HTML, MS-Excel, MS-Office, SQL, WordPress, Business Analysis, Data Science, Machine Learning, Natural Language Processing (NLP), Python, Tableau, jQuery, Deep Learning, Search Engine Optimization (SEO)",Yes,Master of Technology (M.Tech),Data Science,2022,0.82,0.65,NA,NA
,1,2,0,1,"Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, Machine Learning, MySQL, SQL, C++ Programming, CSS, Data Analytics, Deep Learning, MongoDB, Power BI, Python, R Programming, Research and Analytics, Tableau",Yes,M.Sc (Information Technology),Data Science,2023,NA,NA,NA,NA
,2,2,0,1,"Malayalam, Mathematics, R Programming, Statistical Modeling, Statistics, BIG DATA ANALYTICS, Data Analytics, Data Science, Database Management System (DBMS), English Proficiency (Written), HTML, MS-Word, Machine Learning, MySQL, Python, Business Analysis, Business Research, C Programming, Computer Vision, Data Structures, Deep Learning, Google Analytics, Hadoop, MS SQL Server, MS-Excel, Power BI, Research and Analytics, SQL, Tableau",Yes,Msc.Data Analytics,Data Analytics,2024,NA,NA,1,1
,3,2,0,2,"C Programming, Flask, Python, Artificial intelligence, C++ Programming, Database Management System (DBMS), Deep Learning, MS-Excel, Machine Learning, MySQL",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.828,NA,NA
,3,2,0,0,"MS-Excel, MS-Word, Python, Ethical Hacking, Machine Learning, JavaScript",Yes,Bachelor of Engineering (B.E),Computer Science,2023,NA,NA,NA,NA
,2,2,2,0,"English Proficiency (Spoken), Artificial Intelligence, Data Analytics, Data Science, Data Structures, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, R Programming, Statistics",Yes,B.Tech,Artificial Intelligence And Data Science,2025,NA,0.945,NA,NA
,1,0,0,0,"Business Analysis, Data Analytics, Data Science, Python",Yes,Bachelor of Engineering (B.E),Civil Engineering,2014,NA,NA,NA,NA
,2,1,0,0,"CSS, Database Management System (DBMS), English Proficiency (Spoken), Flutter, HTML, MS-Excel, MS-PowerPoint, Python, SQL, Android, Artificial Intelligence, JavaScript, Machine Learning",Yes,Bachelor of Technology (B.Tech),Electronics and Telecommunication,2024,NA,0.926,NA,NA
,2,1,0,0,"CSS, Data Analytics, Data Science, Data Structures, HTML, JavaScript, Python, ReactJS, Artificial intelligence, Bootstrap, C++ Programming, Django, Machine Learning, Node.js, WordPress, jQuery",Yes,B.Tech,Computer Science & Engineering,2025,NA,NA,1,1
,2,3,0,0,"Machine Learning, Arduino, C++ Programming, CSS, Computer Vision, HTML, Internet of Things (IoT), Java, Python",Yes,B.Tech,Electronics and Telecommunication Engineering (ETE),2024,NA,0.834,1,1
,0,0,0,0,,Yes,B.Tech,Computer Science,2024,NA,NA,NA,NA
,3,2,0,2,"Python, Data Structures, Deep Learning, Machine Learning, Computer Vision, Data Science",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,NA,0.92,NA,NA
,2,1,0,0,"MS-Excel, MS-Office, Python, Machine Learning, R Programming",Yes,Master of Science (M.Sc),financial economics,2023,NA,NA,NA,NA
,3,0,0,0,"C Programming, HTML, Java, JavaScript, Python, Figma, UI & UX Design",Yes,B.Tech,Computer Science,2021,NA,NA,NA,NA
,1,1,0,1,"English Proficiency (Spoken), English Proficiency (Written), C++ Programming, CSS, Data Structures, HTML, JavaScript, MS-Excel, MS-PowerPoint, Microsoft Visual Studio, SQL, Tailwind CSS, Algorithms, Computer Vision, Deep Learning, Machine Learning, Python, ReactJS, Sanskrit Proficiency (written)",Yes,Bachelor of Technology (B.Tech),Computer Science,2024,NA,0.755,1,1
,3,3,2,0,"Business Analysis, Business Research, Data Analytics, Data Science, Machine Learning, Power BI, Python, SQL, Statistical Modeling, Tableau, Data Structures, Jira, Natural Language Processing (NLP), Product Management, Project Management",Yes,Master of Science (M.Sc),Analytics,2023,0.71,NA,NA,NA
,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Machine Learning, MySQL, Python, Statistical Modeling",Yes,Bachelor of Science (B.Sc),Statistics,2017,NA,0.6818,1,NA
,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Artificial Intelligence, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), HTML, Machine Learning, Market Research, MySQL, Neural Networks, Online Teaching, Python, Research and Analytics, Robotic Process Automation (RPA), Teaching, VS Code",Yes,B.Tech,Computer Engineering In Artificial Intelligence,2025,NA,NA,NA,NA
,1,1,0,0,"Machine Learning, Python",Yes,B.Tech,,2023,NA,NA,NA,NA
,2,2,0,0,"Data Science, Machine Learning, Python",Yes,Master of Information Technology (M.I.T.),Machine Learning,2023,0.83,0.568,1,1
,2,2,2,2,"Algorithms, Artificial Intelligence, C Programming, Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, C++ Programming",Yes,B.Tech,Artificial Intelligence And Machine Learning,2024,NA,0.798,1,1
,3,3,2,3,"Deep Learning, Machine Learning, Python, Computer Vision, Natural Language Processing (NLP)",Yes,Bachelor of Science (B.Sc),Statistics,2022,NA,0.93,NA,1
,0,2,0,0,"CSS, HTML, JavaScript, MS-Excel, Machine Learning, ReactJS",Yes,,,0,NA,NA,1,NA
,3,2,0,2,"Python, Artificial Intelligence, C Programming, C++ Programming, Deep Learning, Linux, Machine Learning, JavaScript, R Programming",Yes,B.Tech,Artificial Intelligence & Data Science,2025,NA,NA,NA,NA
,2,0,0,0,"British English, English Proficiency (Written), MS-Excel, SQL, Canva, Data Analytics, Power BI, Python, Tableau",Yes,Master of Computer Applications (MCA),computer science,2023,NA,NA,NA,NA
,0,0,0,0,,Yes,B.Tech,computer science,2024,NA,NA,NA,NA
,2,1,0,0,"Python, Android, Data Science, Data Structures, Java, Machine Learning",Yes,B.Tech,Computer Science,2024,NA,0.783,1,1
,3,3,3,3,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Statistics, Tableau",Yes,B.Tech,Mechanical,2022,0.73,0.813,1,1
,2,2,0,0,"C Programming, CSS, Database Management System (DBMS), Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), HTML, SQL, C++ Programming, Creative Writing, Data Structures, MS-Excel, Machine Learning, Python, Social Media Marketing, Video Making",Yes,B.Tech,Computer Science,2023,NA,0.7,1,1
,3,3,2,2,"C Programming, C++ Programming, CSS, HTML, Machine Learning, Python, SQL, Deep Learning, Natural Language Processing (NLP)",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,1,NA
,2,0,0,0,"Adobe Photoshop, C Programming, Data Structures, Database Management System (DBMS), Java, Python",Yes,Master of Computer Applications (MCA),MCA,2023,NA,0.89875,1,1
,2,2,0,1,"Artificial Intelligence, Data Analytics, Data Science, MS-Excel, Machine Learning, Power BI, Python, R Programming, SQL, Data Structures, Deep Learning",Yes,Master of Science (M.Sc),Data Science,2023,0.87,NA,1,1
,2,2,2,1,"MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Deep Learning",Yes,Master of Science (M.S.),Physics,2018,8.06,NA,NA,NA
,3,3,3,3,"Android, Computer Vision, Content Writing, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Flask, Machine Learning, Mathematics, Natural Language Processing (NLP), Python, R Programming, SQL, Algorithms, Data Structures",No,Bachelor of Technology (B.Tech),Computer Science & Engineering,2025,NA,1,NA,NA
,2,2,0,0,"MS-Excel, Machine Learning, Power BI, Python, SQL, Tableau",Yes,Bachelor of Engineering (B.E),Mechanical Engineering,2020,NA,0.8,NA,NA
,2,0,0,0,"JavaScript, Python, ReactJS",Yes,Integrated B.E & M.Tech,,2024,NA,NA,1,1
,0,0,0,0,"Java, CSS, HTML, JavaScript",Yes,B.Tech,Computer Science,2025,NA,0.8,NA,NA
,3,3,0,1,"Computer Vision, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, SQL, Adobe XD, CSS, Content Writing, Data Structures, Figma, HTML, JavaScript, MS-Excel, MySQL, PostgreSQL, ReactJS, Tailwind CSS, Deep Learning, Node.js, PHP, Product Management",Yes,B.Tech,Computer Science & Engineering,2024,NA,0.846,1,1
,2,3,2,2,"Cloud Computing, Data Science, Data Structures, MS-Excel, Machine Learning, Bootstrap, CSS, Computer Vision, Content Writing, Data Analytics, Deep Learning, HTML, JavaScript, Natural Language Processing (NLP), Neural Networks, Node.js, Python, SQL, MySQL, ReactJS, jQuery",Yes,B.Tech,Computer Science & Engineering,2024,NA,0.907,1,1
,3,3,0,0,"Algorithms, Git, GitHub, Machine Learning, Python, C Programming, CSS, Data Science, Data Structures, HTML, MySQL, SQL",Yes,B.Tech,Computer Science & Engineering,2024,0.98,NA,NA,NA
,2,2,0,0,"C++ Programming, CSS, Data Analytics, Data Science, HTML, JavaScript, MS-Excel, Machine Learning, Node.js, Power BI, Python, React Native, SQL, Tableau",Yes,B.Tech,,2024,NA,NA,NA,NA
,2,2,0,0,"MS-Excel, Machine Learning, Python, SQL, Tableau",Yes,Executive PG Program (EPGP),Data Analytics,2023,NA,NA,NA,NA
,0,0,0,0,"Dietetics/Nutrition, Figma, UI & UX Design, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, HTML, MS-Excel, MS-Office, Search Engine Optimization (SEO), Social Media Marketing, WordPress",Yes,Bachelor of Science (B.Sc) (Hons.),Electrical,2023,NA,NA,NA,NA
,2,0,0,0,"MS-Excel, Power BI, Python, SQL",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,0.90,NA,1,1
,2,0,0,0,"HTML, MySQL, PHP, CSS, Java, JavaScript, Python, Node.js, ReactJS",Yes,B.Tech,AI & Ml,2025,NA,NA,NA,NA
,0,0,0,0,Embedded Systems,Yes,Bachelor of Engineering (B.E),Electronics and Communication,2022,NA,NA,NA,NA
,2,2,0,2,"Data Science, Data Structures, Deep Learning, Django, Flask, JavaScript, Machine Learning, Python, C Programming, Computer Vision, Data Analytics, OpenCV, Power BI, SQL",Yes,Bachelor of Technology (B.Tech),Information Technology,2022,NA,0.85,1,1
,2,2,1,1,"MS-Excel, Database Management System (DBMS), Machine Learning, Power BI, Python, SQL, Statistics, Deep Learning, Natural Language Processing (NLP)",Yes,Bachelor of Computer Applications (BCA),,2024,NA,NA,NA,NA
,2,2,0,0,"Data Science, MS-Excel, Machine Learning, Python, SQL, C Programming, MATLAB, R Programming",Yes,Master of Technology (M.Tech),Information Technology,2022,0.89,0.748,1,1
,3,2,0,0,"Python, Machine Learning, SQL",Yes,B.Tech,Information Technology,2024,0.92,NA,1,1
,2,2,0,0,"SQL, Artificial intelligence, C Programming, Data Science, MATLAB, MS-Excel, Machine Learning, Python, Tableau, Data Analytics",Yes,B.Tech (Hons.),Electrical and Electronics Engineering,2023,NA,0.61,1,NA
,2,0,0,0,"Python, C++ Programming, English Proficiency (Spoken), English Proficiency (Written)",Yes,Bachelor of Engineering (B.E),Computer Science,2023,NA,NA,1,NA
,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word, Tamil Proficiency (Spoken), Tamil Proficiency (Written), Data Analytics, Data Science, Machine Learning, NoSQL, PostgreSQL, Python, SQL",Yes,Advanced Certification In Data Science,Data Science,2023,0.85,0.783,1,1
,2,2,0,0,"English Proficiency (Written), Mathematics, Statistics, Data Analytics, Data Science, English Proficiency (Spoken), MS-Excel, MS-Office, Machine Learning, Python, R Programming, SQL",Yes,Master of Science (M.Sc),Statistics,2023,0.92,NA,1,1
,1,1,0,1,"C Programming, C++ Programming, Data Structures, Database Management System (DBMS), Java, Artificial Intelligence, Deep Learning, Machine Learning, Python",Yes,Bachelor of Engineering (B.E),Artificial Intelligence And Machine Learning,2024,NA,0.89,1,NA
,3,3,2,3,"Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Research and Analytics, Data Analytics, Data Science, Natural Language Processing (NLP), R Programming, REST API",Yes,Bachelor of Science (B.Sc),computer science,2025,0.94,NA,1,NA
,0,0,0,0,"Algorithms, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), Design Thinking, HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, SQL",Yes,Bachelor of Computer Applications (BCA),,2024,NA,NA,1,1
,3,2,1,1,"Python, Algorithms, Computer Vision, Data Science, Data Structures, Machine Learning, Data Analytics, Deep Learning, MS-Excel, Natural Language Processing (NLP), Neural Networks",Yes,B.Tech,Computer Science & Engineering,2024,NA,0.92,NA,NA
,1,0,0,0,"HTML, Java, Python",No,Bachelor of Science (B.Sc),Computer Science,2023,NA,NA,NA,NA
,2,2,2,0,"Data Analytics, HTML, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Statistics, Data Science, REST API, SQLite",Yes,Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2017,NA,0.6128,NA,1
